iata_code,name,city
"LDI","Lindi Airport","Lindi"
"LDK","Lidköping-Hovby Airport","Lidköping"
"LDM","Mason County Airport","Ludington"
"LDN","Lamidanda Airport","Lamidanda"
"LDV","Landivisiau Air Base","Landivisiau"
"LDW","Lansdowne Airport","Lansdowne Station"
"LDX","Saint-Laurent-du-Maroni Airport","Saint-Laurent-du-Maroni"
"LDY","City of Derry Airport","Derry"
"LDZ","Londolozi Airport","Londolozi"
"LEA","Learmonth Airport","Exmouth"
"LEB","Lebanon Municipal Airport","Lebanon"
"LEC","Coronel Horácio de Mattos Airport","Lençóis"
"LEI","Almería International Airport","Almería"
"LEJ","Leipzig/Halle Airport","Leipzig"
"LET","Alfredo Vásquez Cobo International Airport","Leticia"
"LEW","Auburn Lewiston Municipal Airport","Auburn/Lewiston"
"LEX","Blue Grass Airport","Lexington"
"LFB","Lumbo Airport","Lumbo"
"LFI","Langley Air Force Base","Hampton"
"LFN","Triangle North Executive Airport","Louisburg"
"LFP","Lakefield Airport","Lakefield"
"LFT","Lafayette Regional Airport","Lafayette"
"LGD","La Grande/Union County Airport","La Grande"
"LGF","Laguna Army Airfield","Yuma Proving Ground(Yuma)"
"LGG","Liège Airport","Liège"
"LGI","Deadman s Cay Airport","Deadman s Cay"
"LGN","Linga Linga Airport","Linga Linga"
"LGU","Logan-Cache Airport","Logan"
"LHS","Las Heras Airport","Las Heras"
"LHU","Lianshulu Airport","Lianshulu Lodge"
"LHW","Lanzhou Zhongchuan Airport","Lanzhou"
"LIA","Liangping Airport","Liangping"
"LIC","Limon Municipal Airport","Limon"
"LIE","Libenge Airport","Libenge"
"LIF","Lifou Airport","Lifou"
"LIH","Lihue Airport","Lihue"
"LIK","Likiep Airport","Likiep Island"
"LIL","Lille-Lesquin Airport","Lille/Lesquin"
"LIN","Milano Linate Airport","Milan"
"LIR","Daniel Oduber Quiros International Airport","Liberia"
"LIT","Bill & Hillary Clinton National Airport/Adams Fiel","Little Rock"
"LIV","Livengood Camp Airport","Livengood"
"LIX","Likoma Island Airport","Likoma Island"
"LIZ","Loring International Airport","Limestone"
"LJA","Lodja Airport","Lodja"
"LJG","Lijiang Airport","Lijiang"
"LJN","Texas Gulf Coast Regional Airport","Angleton/Lake Jackson"
"LJU","Ljubljana Jože Pučnik Airport","Ljubljana"
"LKA","Gewayentana Airport","Larantuka-Flores Island"
"LKB","Lakeba Island Airport","Lakeba Island"
"LKG","Lokichoggio Airport","Lokichoggio"
"LKH","Long Akah Airport","Long Akah"
"LKL","Banak Airport","Lakselv"
"LKO","Chaudhary Charan Singh International Airport","Lucknow"
"LKP","Lake Placid Airport","Lake Placid"
"LKU","Lake Rudolf Airport","Lake Rudolf"
"LLA","Luleå Airport","Luleå"
"LLB","Libo Airport","Libo County"
"LLH","Reginaldo Hammer Airport","La Lima"
"LLJ","Lalmonirhat Airport","Lalmonirhat"
"LLL","Lissadell Airport","Lissadell Station"
"LLM","Long Lama Airport","Long Lama"
"LLN","Kelila Airport","Kelila-Papua Island"
"LLS","Alferez Armando Rodriguez Airport","Las Lomitas"
"LLV","Lüliang Airport","Lüliang"
"LLX","Caledonia County Airport","Lyndonville"
"LLY","South Jersey Regional Airport","Mount Holly"
"LMC","La Macarena Airport","La Macarena"
"LMD","Los Menucos Airport","Los Menucos"
"LMN","Limbang Airport","Limbang"
"LMO","RAF Lossiemouth","Lossiemouth"
"LMP","Lampedusa Airport","Lampedusa"
"LMT","Crater Lake-Klamath Regional Airport","Klamath Falls"
"LMY","Lake Murray Airport","Lake Murray"
"LMZ","Palma Airport","Palma"
"LNA","Palm Beach County Park Airport","West Palm Beach"
"LNB","Lamen Bay Airport","Lamen Bay"
"LNJ","Lintsang Airfield","Lincang"
"LNK","Lincoln Airport","Lincoln"
"LNL","Longnan Chengzhou Airport","Longnan"
"LNO","Leonora Airport","Leonora"
"LNR","Tri-County Regional Airport","Lone Rock"
"LNS","Lancaster Airport","Lancaster"
"LOB","San Rafael Airport","Los Andes"
"LOD","Longana Airport","Longana"
"LOI","Helmuth Baungarten Airport","Lontras"
"LOM","Francisco Primo de Verdad y Ramos Airport","Lagos de Moreno"
"LOP","Lombok International Airport","Mataram"
"LOQ","Lobatse Airport","Lobatse"
"LOS","Murtala Muhammed International Airport","Lagos"
"LOY","Loyengalani Airport","Loyengalani"
"LPA","Gran Canaria Airport","Gran Canaria Island"
"LPI","Linköping City Airport","Linköping"
"LPK","Lipetsk Airport","Lipetsk"
"LPL","Liverpool John Lennon Airport","Liverpool"
"LPM","Lamap Airport","Lamap"
"LPQ","Luang Phabang International Airport","Luang Phabang"
"LPS","Lopez Island Airport","Lopez"
"LPX","Liepāja International Airport","Liepāja"
"LPY","Le Puy-Loudes Airport","Le Puy/Loudes"
"LQK","Pickens County Airport","Pickens"
"LRE","Longreach Airport","Longreach"
"LRG","Loralai Airport","Loralai"
"LRH","La Rochelle-Île de Ré Airport","La Rochelle/Île de Ré"
"LRJ","Le Mars Municipal Airport","Le Mars"
"LRM","Casa De Campo International Airport","La Romana"
"LRR","Lar Airport","Lar"
"LRT","Lorient South Brittany (Bretagne Sud) Airport","Lorient/Lann/Bihoué"
"LRV","Los Roques Airport","Gran Roque Island"
"LSB","Lordsburg Municipal Airport","Lordsburg"
"LSE","La Crosse Municipal Airport","La Crosse"
"LSI","Sumburgh Airport","Lerwick"
"LSJ","Long Island Airport","Long Island"
"LSM","Long Semado Airport","Long Semado"
"LSN","Los Banos Municipal Airport","Los Banos"
"LSO","Les Sables-d Olonne Talmont Airport","Les Sables-d Olonne"
"LSP","Josefa Camejo International Airport","Paraguaná"
"LSQ","María Dolores Airport","Los Angeles"
"LSS","Terre-de-Haut Airport","Les Saintes"
"LSU","Long Sukang Airport","Long Sukang"
"LSV","Nellis Air Force Base","Las Vegas"
"LSW","Malikus Saleh Airport","Lhok Seumawe-Sumatra Island"
"LSX","Lhok Sukon Airport","Lhok Sukon-Sumatra Island"
"LSY","Lismore Airport","Lismore"
"LTA","Tzaneen Airport","Tzaneen"
"LTC","Lai Airport","Lai"
"LTI","Altai Airport","Altai"
"LTK","Bassel Al-Assad International Airport","Latakia"
"LTP","Lyndhurst Airport","Lyndhurst"
"LTR","Letterkenny Airport","Letterkenny"
"LTS","Altus Air Force Base","Altus"
"LTT","La Môle Airport","La Môle"
"LTU","Murod Kond Airport","Latur"
"LTW","St. Mary s County Regional Airport","Leonardtown"
"LTX","Cotopaxi International Airport","Latacunga"
"LUA","Lukla Airport","Lukla"
"LUB","Lumid Pau Airport","Lumid Pau"
"LUE","Lučenec Airport","Lučenec"
"LUO","Luena Airport","Luena"
"LUP","Kalaupapa Airport","Kalaupapa"
"LUR","Cape Lisburne LRRS Airport","Cape Lisburne"
"LUS","Lusanga Airport","Lusanga"
"LUY","Lushoto Airport","Lushoto"
"LVA","Laval-Entrammes Airport","Laval/Entrammes"
"LVI","Livingstone Airport","Livingstone"
"LVK","Livermore Municipal Airport","Livermore"
"LVL","Lawrenceville Brunswick Municipal Airport","Lawrenceville"
"LVS","Las Vegas Municipal Airport","Las Vegas"
"LWA","Lebak Rural Airport","Lebak"
"LWB","Greenbrier Valley Airport","Lewisburg"
"LWE","Lewoleba Airport","Lewoleba-Lembata Island"
"LWI","Lowai Airport","Lowai"
"LWK","Lerwick / Tingwall Airport","Lerwick"
"LWL","Wells Municipal Airport/Harriet Field","Wells"
"LWT","Lewistown Municipal Airport","Lewistown"
"LWV","Lawrenceville Vincennes International Airport","Lawrenceville"
"LWY","Lawas Airport","Lawas"
"LXA","Lhasa Gonggar Airport","Lhasa"
"LXN","Jim Kelly Field","Lexington"
"LXR","Luxor International Airport","Luxor"
"LXS","Limnos Airport","Limnos Island"
"LXV","Lake County Airport","Leadville"
"LYA","Luoyang Airport","Luoyang"
"LYB","Edward Bodden Airfield","Little Cayman"
"LYG","Lianyungang Airport","Lianyungang"
"LYH","Lynchburg Regional Preston Glenn Field","Lynchburg"
"LYI","Shubuling Airport","Linyi"
"LYK","Lunyuk Airport","Lunyuk-Simbawa Island"
"LYN","Lyon-Bron Airport","Lyon/Bron"
"LYO","Lyons-Rice County Municipal Airport","Lyons"
"LYU","Ely Municipal Airport","Ely"
"LYX","Lydd Airport","Lydd, Ashford"
"LZA","Luiza Airport","Luiza"
"LZC","Lázaro Cárdenas Airport","Lázaro Cárdenas"
"LZH","Liuzhou Bailian Airport","Liuzhou"
"LZI","Luozi Airport","Luozi"
"LZM","Luzamba Airport","Luzamba"
"LZU","Gwinnett County Briscoe Field","Lawrenceville"
"MAA","Chennai International Airport","Chennai"
"MAC","Macon Downtown Airport","Macon"
"MAF","Midland International Airport","Midland"
"MAK","Malakal Airport","Malakal"
"MAM","General Servando Canales International Airport","Matamoros"
"MAP","Mamai Airport","Mamai"
"MAR","La Chinita International Airport","Maracaibo"
"MAV","Maloelap Island Airport","Maloelap Island"
"MAX","Ouro Sogui Airport","Matam"
"MBA","Mombasa Moi International Airport","Mombasa"
"MBC","M Bigou Airport","M Bigou"
"MBH","Maryborough Airport","Maryborough"
"MBI","Songwe Airport","Mbeya"
"MBJ","Sangster International Airport","Montego Bay"
"MBP","Moyobamba Airport","Moyobamba"
"MBQ","Mbarara Airport","Mbarara"
"MBS","MBS International Airport","Saginaw"
"MBT","Moises R. Espinosa Airport","Masbate"
"MBW","Melbourne Moorabbin Airport","Melbourne"
"MBY","Omar N Bradley Airport","Moberly"
"MBZ","Maués Airport","Maués"
"MCA","Macenta Airport","Macenta"
"MCB","Mc Comb/Pike County Airport/John E Lewis Field","Mc Comb"
"MCD","Mackinac Island Airport","Mackinac Island"
"MCF","Mac Dill Air Force Base","Tampa"
"MCG","McGrath Airport","McGrath"
"MCH","General Manuel Serrano Airport","Machala"
"MCI","Kansas City International Airport","Kansas City"
"MCK","Mc Cook Ben Nelson Regional Airport","Mc Cook"
"MCL","McKinley National Park Airport","McKinley Park"
"MCN","Middle Georgia Regional Airport","Macon"
"MCO","Orlando International Airport","Orlando"
"MCQ","Miskolc Airport","Miskolc"
"MCR","Melchor de Mencos Airport","Melchor de Mencos"
"MCS","Monte Caseros Airport","Monte Caseros"
"MCV","McArthur River Mine Airport","McArthur River Mine"
"MCX","Uytash Airport","Makhachkala"
"MDB","Melinda Airport","Melinda"
"MDC","Sam Ratulangi Airport","Manado-Celebes Island"
"MDD","Midland Airpark","Midland"
"MDF","Taylor County Airport","Medford"
"MDI","Makurdi Airport","Makurdi"
"MDM","Munduku Airport","Munduku"
"MDN","Madison Municipal Airport","Madison"
"MDP","Mindiptana Airport","Mindiptana-Papua Island"
"MDQ","Ástor Piazzola International Airport","Mar del Plata"
"MDS","Middle Caicos Airport","Middle Caicos"
"MDU","Mendi Airport","Mendi"
"MDV","Médouneu Airport","Médouneu, Gabon"
"MDW","Chicago Midway International Airport","Chicago"
"MDY","Henderson Field","Sand Island"
"MDZ","El Plumerillo Airport","Mendoza"
"MEA","Macaé Airport","Macaé"
"MEC","Eloy Alfaro International Airport","Manta"
"MEF","Melfi Airport","Melfi"
"MEG","Malanje Airport","Malanje"
"MEJ","Port Meadville Airport","Meadville"
"MEM","Memphis International Airport","Memphis"
"MEN","Mende-Brenoux Airfield","Mende/Brénoux"
"MEP","Mersing Airport","Mersing"
"MEQ","Seunagan Airport","Peureumeue-Sumatra Island"
"MET","Moreton Airport","Moreton"
"MEW","Mweka Airport","Mweka"
"MEX","Licenciado Benito Juarez International Airport","Mexico City"
"MFB","Monfort Airport","Monfort"
"MFD","Mansfield Lahm Regional Airport","Mansfield"
"MFJ","Moala Airport","Moala"
"MFK","Matsu Beigan Airport","Beigan Island"
"MFM","Macau International Airport","Macau"
"MFO","Manguna Airport","Manguna"
"MFR","Rogue Valley International Medford Airport","Medford"
"MFT","Machu Pichu Airport","Machu Pichu"
"MFU","Mfuwe Airport","Mfuwe"
"MFV","Accomack County Airport","Melfa"
"MFZ","Meselia Airport","Demgulu"
"MGA","Augusto C. Sandino (Managua) International Airport","Managua"
"MGC","Michigan City Municipal Airport","Michigan City"
"MGD","Magdalena Airport","Magdalena"
"MGF","Regional de Maringá - Sílvio Nane Junior Airport","Maringá"
"MGH","Margate Airport","Margate"
"MGK","Mong Tong Airport","Mong Tong"
"MGL","Mönchengladbach Airport","Mönchengladbach"
"MGP","Manga Airport","Manga Mission"
"MGQ","Aden Adde International Airport","Mogadishu"
"MGT","Milingimbi Airport","Milingimbi Island"
"MGU","Manaung Airport","Manaung"
"MGX","Moabi Airport","Moabi"
"MGZ","Myeik Airport","Mkeik"
"MHD","Mashhad International Airport","Mashhad"
"MHH","Leonard M Thompson International Airport","Marsh Harbour"
"MHI","Moucha Airport","Moucha Island"
"MHK","Manhattan Regional Airport","Manhattan"
"MHW","Monteagudo Airport","El Bañado"
"MHX","Manihiki Island Airport","Manihiki Island"
"MIA","Miami International Airport","Miami"
"MIB","Minot Air Force Base","Minot"
"MII","Frank Miloye Milenkowichi–Marília State Airport","Marília"
"MIJ","Mili Island Airport","Mili Island"
"MIK","Mikkeli Airport","Mikkeli"
"MIM","Merimbula Airport","Merimbula"
"MIP","Ramon Air Base","Beersheba"
"MIS","Misima Island Airport","Misima Island"
"MIT","Shafter Airport - Minter Field","Shafter"
"MIU","Maiduguri International Airport","Maiduguri"
"MIV","Millville Municipal Airport","Millville"
"MIZ","Mainoru Airstrip","Mainoru"
"MJA","Manja Airport","Manja"
"MJB","Mejit Atoll Airport","Mejit Atoll"
"MJG","Mayajigua Airport","Mayajigua"
"MJI","Mitiga Airport","Tripoli"
"MJO","Mount Etjo Airport","Mount Etjo Safari Lodge"
"MJR","Miramar Airport","Miramar"
"MJS","Maganja da Costa Airport","Maganja"
"MJU","Tampa Padang Airport","Mamuju-Celebes Island"
"MJY","Mangunjaya Airport","Mangungaya-Sumatra Island"
"MJZ","Mirny Airport","Mirny"
"MKA","Mariánské Lázně Airport","Mariánské Lázně"
"MKB","Mekambo Airport","Mekambo"
"MKC","Charles B. Wheeler Downtown Airport","Kansas City"
"MKE","General Mitchell International Airport","Milwaukee"
"MKI","M Boki Airport","Mboki"
"MKL","McKellar-Sipes Regional Airport","Jackson"
"MKM","Mukah Airport","Mukah"
"MKN","Malekolon Airport","Babase Island"
"MKU","Makokou Airport","Makokou"
"MKZ","Malacca Airport","Malacca"
"MLB","Melbourne International Airport","Melbourne"
"MLK","Malta Airport","Malta"
"MLM","General Francisco J. Mujica International Airport","Morelia"
"MLN","Melilla Airport","Melilla"
"MLV","Merluna Airport","Merluna"
"MLX","Malatya Erhaç Airport","Malatya"
"MMB","Memanbetsu Airport","Ōzora"
"MMD","Minami-Daito Airport","Minamidaitō"
"MMF","Mamfe Airport","Mamfe"
"MMH","Mammoth Yosemite Airport","Mammoth Lakes"
"MMJ","Matsumoto Airport","Matsumoto"
"MMQ","Mbala Airport","Mbala"
"MMS","Selfs Airport","Marks"
"MMX","Malmö Sturup Airport","Malmö"
"MMY","Miyako Airport","Miyako City"
"MNA","Melangguane Airport","Karakelong Island"
"MNF","Mana Island Airport","Mana Island"
"MNH","Rustaq Airport","Al Masna ah"
"MNI","John A. Osborne Airport","Gerald s Park"
"MNM","Menominee Regional Airport","Menominee"
"MNR","Mongu Airport","Mongu"
"MNS","Mansa Airport","Mansa"
"MNY","Mono Airport","Stirling Island"
"MOA","Orestes Acosta Airport","Moa"
"MOC","Mário Ribeiro Airport","Montes Claros"
"MOD","Modesto City Co-Harry Sham Field","Modesto"
"MOF","Maumere(Wai Oti) Airport","Maumere-Flores Island"
"MOG","Mong Hsat Airport","Mong Hsat"
"MOL","Molde Airport","Årø"
"MOM","Letfotar Airport","Moudjeria"
"MOT","Minot International Airport","Minot"
"MOY","Monterrey Airport","Monterrey"
"MPD","Sindhri Tharparkar Airport","Sindhri"
"MPH","Godofredo P. Ramos Airport","Malay"
"MPJ","Petit Jean Park Airport","Morrilton"
"MPT","Maliana airport","Maliana-Alor Island"
"MPY","Maripasoula Airport","Maripasoula"
"MQA","Mandora Airport","Mandora"
"MQG","Midgard Airport","Midgard"
"MQL","Mildura Airport","Mildura"
"MQN","Mo i Rana Airport, Røssvoll","Mo i Rana"
"MQO","Malam Airport","Malam"
"MQS","Mustique Airport","Mustique Island"
"MQT","Sawyer International Airport","Marquette"
"MQU","Mariquita Airport","Mariquita"
"MRB","Eastern WV Regional Airport/Shepherd Field","Martinsburg"
"MRC","Maury County Airport","Columbia/Mount Pleasant"
"MRE","Mara Lodges Airport","Mara Lodges"
"MRF","Marfa Municipal Airport","Marfa"
"MRH","May River Airstrip","May River"
"MRI","Merrill Field","Anchorage"
"MRN","Foothills Regional Airport","Morganton"
"MRO","Hood Airport","Masterton"
"MRQ","Marinduque Airport","Gasan"
"MRS","Marseille Provence Airport","Marseille"
"MRZ","Moree Airport","Moree"
"MSA","Muskrat Dam Airport","Muskrat Dam"
"MSH","Masirah Air Base","Masirah"
"MSL","Northwest Alabama Regional Airport","Muscle Shoals"
"MSN","Dane County Regional Truax Field","Madison"
"MSP","Minneapolis-St Paul International/Wold-Chamberlain","Minneapolis"
"MSQ","Minsk National Airport","Minsk"
"MSR","Muş Airport","Muş"
"MSS","Massena International Richards Field","Massena"
"MSW","Massawa International Airport","Massawa"
"MSX","Mossendjo Airport","Mossendjo"
"MSY","Louis Armstrong New Orleans International Airport","New Orleans"
"MTB","Montelibano Airport","Montelíbano"
"MTC","Selfridge Air National Guard Base Airport","Mount Clemens"
"MTI","Mosteiros Airport","Vila do Mosteiros"
"MTN","Martin State Airport","Baltimore"
"MTP","Montauk Airport","Montauk"
"MTS","Matsapha Airport","Manzini"
"MTU","Montepuez Airport","Montepuez"
"MTV","Mota Lava Airport","Ablow"
"MTW","Manitowoc County Airport","Manitowoc"
"MTX","Metro Field","Fairbanks"
"MTY","General Mariano Escobedo International Airport","Monterrey"
"MUD","Mueda Airport","Mueda"
"MUE","Waimea Kohala Airport","Kamuela"
"MUI","Muir Army Air Field (Fort Indiantown Gap) Airport","Fort Indiantown Gap(Annville)"
"MUJ","Mui River Airport","Omo National Park"
"MUO","Mountain Home Air Force Base","Mountain Home"
"MUT","Muscatine Municipal Airport","Muscatine"
"MUY","Mouyondzi Airport","Mouyondzi"
"MVB","M Vengue El Hadj Omar Bongo Ondimba International ","Franceville"
"MVC","Monroe County Aeroplex Airport","Monroeville"
"MVF","Dix-Sept Rosado Airport","Mossoró"
"MVK","Mulka Airport","Mulka"
"MVL","Morrisville Stowe State Airport","Morrisville"
"MVM","Kayenta Airport","Kayenta"
"MVO","Mongo Airport","Mongo"
"MVQ","Mogilev Airport","Mogilev"
"MVW","Skagit Regional Airport","Burlington/Mount Vernon"
"MVX","Minvoul Airport","Minvoul"
"MVY","Martha s Vineyard Airport","Martha s Vineyard"
"MWC","Lawrence J Timmerman Airport","Milwaukee"
"MWL","Mineral Wells Airport","Mineral Wells"
"MWR","Motswari Airport","Motswari Private Game Reserve"
"MWT","Moolawatana Airport","Moolawatana Station"
"MWV","Mondulkiri Airport","Sen Monorom"
"MWX","Muan International Airport","Piseo-ri (Muan)"
"MWY","Miranda Downs Airport","Miranda Downs"
"MXJ","Minna Airport","Minna"
"MXP","Malpensa International Airport","Milan"
"MXS","Maota Airport","Maota"
"MXV","Mörön Airport","Morón"
"MXZ","Meixian Airport","Meixian"
"MYB","Mayumba Airport","Mayumba"
"MYC","Escuela Mariscal Sucre Airport","Maracay"
"MYD","Malindi Airport","Malindi"
"MYF","Montgomery-Gibbs Executive Airport","San Diego"
"MYI","Murray Island Airport","Murray Island"
"MYJ","Matsuyama Airport","Matsuyama"
"MYK","May Creek Airport","May Creek"
"MYM","Monkey Mountain Airport","Monkey Mountain"
"MYN","Mareb Airport","Mareb"
"MYT","Myitkyina Airport","Myitkyina"
"MZB","Mocímboa da Praia Airport","Mocímboa da Praia"
"MZG","Makung Airport","Makung City"
"MZK","Marakei Airport","Marakei"
"MZL","La Nubia Airport","Manizales"
"MZQ","Mkuze Airport","Mkuze"
"NAD","Macanal Airport","Macanal"
"NAF","Banaina Airport","Banaina-Borneo Island"
"NAH","Naha Airport","Tahuna-Sangihe Island"
"NAI","Annai Airport","Annai"
"NAL","Nalchik Airport","Nalchik"
"NAQ","Qaanaaq Airport","Qaanaaq"
"NAR","Puerto Nare Airport","Armenia"
"NAT","Governador Aluízio Alves International Airport","Natal"
"NAU","Napuka Island Airport","Napuka Island"
"NAY","Beijing Nanyuan Airport","Beijing"
"NAZ","Nana Airport","Star Harbor"
"NBC","Begishevo Airport","Nizhnekamsk"
"NBE","Enfidha - Hammamet International Airport","Enfidha"
"NBG","New Orleans NAS JRB/Alvin Callender Field","New Orleans"
"NBN","Annobón Airport","San Antonio de Palé"
"NBO","Jomo Kenyatta International Airport","Nairobi"
"NBS","Changbaishan Airport","Baishan"
"NBX","Nabire Airport","Nabire-Papua Island"
"NCI","Necocli Airport","Necocli"
"NCJ","Sunchales Aeroclub Airport","Sunchales"
"NCL","Newcastle Airport","Newcastle"
"NCN","Chenega Bay Airport","Chenega"
"NCO","Quonset State Airport","North Kingstown"
"NCU","Nukus Airport","Nukus"
"NDD","Sumbe Airport","Sumbe"
"NDE","Mandera Airport","Mandera"
"NDF","Ndalatandos Airport","Ndalatandos"
"NDG","Qiqihar Sanjiazi Airport","Qiqihar"
"NDJ","N Djamena International Airport","N Djamena"
"NDK","Namorik Atoll Airport","Namorik Atoll"
"NDR","Nador International Airport","Nador"
"NDS","Sandstone Airport","Sandstone"
"NDU","Rundu Airport","Rundu"
"NEJ","Nejjo Airport","Nejjo"
"NEK","Nekemte Airport","Nekemte"
"NEL","Lakehurst Maxfield Field Airport","Lakehurst"
"NER","Chulman Airport","Neryungri"
"NEV","Vance W. Amory International Airport","Charlestown"
"NEW","Lakefront Airport","New Orleans"
"NGD","Captain Auguste George Airport","Anegada"
"NGE","N Gaoundéré Airport","N Gaoundéré"
"NGF","Kaneohe Bay MCAS (Marion E. Carl Field) Airport","Kaneohe"
"NGK","Nogliki Airport","Nogliki-Sakhalin Island"
"NGL","Ngala Airport","Ngala"
"NGQ","Ngari Gunsa Airport","Shiquanhe"
"NGU","Norfolk Naval Station (Chambers Field)","Norfolk"
"NHD","Al Minhad Air Base","Dubai"
"NHF","New Halfa Airport","New Halfa"
"NHX","Naval Outlying Field Barin","Foley"
"NHZ","Brunswick Executive Airport","Brunswick"
"NIA","Nimba Airport","Nimba"
"NIB","Nikolai Airport","Nikolai"
"NIG","Nikunau Airport","Nikunau"
"NIO","Nioki Airport","Nioki"
"NJF","Al Najaf International Airport","Najaf"
"NJK","El Centro NAF Airport (Vraciu Field)","El Centro"
"NKD","Sinak Airport","Sinak"
"NKG","Nanjing Lukou Airport","Nanjing"
"NKL","N Kolo-Fuma Airport","N Kolo-Fuma"
"NKU","Nkaus Airport","Nkaus"
"NKX","Miramar Marine Corps Air Station - Mitscher Field","San Diego"
"NKY","Yokangassi Airport","Nkayi"
"NLA","Simon Mwansa Kapwepwe International Airport","Ndola"
"NLC","Lemoore Naval Air Station (Reeves Field) Airport","Lemoore"
"NLE","Jerry Tyler Memorial Airport","Niles"
"NLG","Nelson Lagoon Airport","Nelson Lagoon"
"NLP","Nelspruit Airport","Nelspruit"
"NLV","Mykolaiv International Airport","Nikolayev"
"NME","Nightmute Airport","Nightmute"
"NML","Fort McMurray / Mildred Lake Airport","Fort McMurray"
"NMS","Namsang Airport","Namsang"
"NMT","Namtu Airport","Namtu"
"NND","Nangade Airport","Nangade"
"NNG","Nanning Wuxu Airport","Nanning"
"NNL","Nondalton Airport","Nondalton"
"NNR","Connemara Regional Airport","Inverin"
"NNU","Nanuque Airport","Nanuque"
"NNY","Nanyang Jiangying Airport","Nanyang"
"NOD","Norden-Norddeich Airport","Norddeich"
"NOM","Nomad River Airport","Nomad River"
"NON","Nonouti Airport","Nonouti"
"NOP","Sinop Airport","Sinop"
"NOR","Norðfjörður Airport","Norðfjörður"
"NOS","Fascene Airport","Nosy Be"
"NPA","Pensacola Naval Air Station/Forrest Sherman Field","Pensacola"
"NPH","Nephi Municipal Airport","Nephi"
"NPO","Nanga Pinoh Airport","Nanga Pinoh-Borneo Island"
"NPT","Newport State Airport","Newport"
"NQL","Niquelândia Airport","Niquelândia"
"NQN","Presidente Peron Airport","Neuquen"
"NQU","Reyes Murillo Airport","Nuquí"
"NQY","Newquay Cornwall Airport","Newquay"
"NRB","Naval Station Mayport (Admiral David L. Mcdonald F","Mayport"
"NRD","Norderney Airport","Norderney"
"NRE","Namrole Airport","Namrole-Buru Island"
"NRI","Grand Lake Regional Airport","Afton"
"NRL","North Ronaldsay Airport","North Ronaldsay"
"NRN","Weeze Airport","Weeze"
"NRR","José Aponte de la Torre Airport","Ceiba"
"NRT","Narita International Airport","Tokyo"
"NRY","Newry Airport","Newry"
"NSI","Yaoundé Nsimalen International Airport","Yaoundé"
"NSK","Norilsk-Alykel Airport","Norilsk"
"NSL","Slayton Municipal Airport","Slayton"
"NST","Nakhon Si Thammarat Airport","Nakhon Si Thammarat"
"NTG","Nantong Airport","Nantong"
"NTI","Stenkol Airport","Bintuni"
"NTJ","Manti-Ephraim Airport","Manti"
"NTN","Normanton Airport","Normanton"
"NTX","Ranai Airport","Ranai-Natuna Besar Island"
"NTY","Pilanesberg International Airport","Pilanesberg"
"NUE","Nuremberg Airport","Nuremberg"
"NUI","Nuiqsut Airport","Nuiqsut"
"NUP","Nunapitchuk Airport","Nunapitchuk"
"NUQ","Moffett Federal Airfield","Mountain View"
"NVA","Benito Salas Airport","Neiva"
"NVI","Navoi Airport","Navoi"
"NVP","Novo Aripuanã Airport","Novo Aripuanã"
"NVY","Neyveli Airport","Neyveli"
"NWI","Norwich International Airport","Norwich"
"NYE","Nyeri Airport","Nyeri"
"NYI","Sunyani Airport","Sunyani"
"NYK","Nanyuki Airport","Nanyuki"
"NYM","Nadym Airport","Nadym"
"NYW","Monywar Airport","Monywar"
"NZA","Nzagi Airport","Nzagi"
"NZC","Maria Reiche Neuman Airport","Nazca"
"NZE","Nzérékoré Airport","Nzérékoré"
"NZL","Chengjisihan Airport","Zhalantun"
"NZY","North Island Naval Air Station-Halsey Field","San Diego"
"OAK","Metropolitan Oakland International Airport","Oakland"
"OAN","El Arrayán Airport","Olanchito"
"OAS","Sharana Airstrip","Sharana"
"OBC","Obock Airport","Obock"
"OBL","Zoersel (Oostmalle) Airfield","Zoersel"
"OBO","Tokachi-Obihiro Airport","Obihiro"
"OBU","Kobuk Airport","Kobuk"
"OBX","Obo Airport","Obo"
"OCA","Ocean Reef Club Airport","Key Largo"
"OCF","Ocala International Airport - Jim Taylor Field","Ocala"
"OCH","A L Mangham Jr. Regional Airport","Nacogdoches"
"OCJ","Boscobel Aerodrome","Ocho Rios"
"OCN","Oceanside Municipal Airport","Oceanside"
"OCV","Aguas Claras Airport","Ocaña"
"ODB","Córdoba Airport","Córdoba"
"ODC","Oakdale Airport","Oakdale"
"ODJ","Ouanda Djallé Airport","Ouanda Djallé"
"ODO","Bodaybo Airport","Bodaybo"
"ODR","Ord River Airport","Ord River"
"OEA","O Neal Airport","Vincennes"
"OEO","L O Simenstad Municipal Airport","Osceola"
"OES","Antoine de Saint Exupéry Airport","San Antonio Oeste"
"OFF","Offutt Air Force Base","Omaha"
"OFI","Ouango Fitini Airport","Ouango Fitini"
"OFK","Karl Stefan Memorial Airport","Norfolk"
"OFU","Ofu Village Airport","Ofu Village"
"OGD","Ogden Hinckley Airport","Ogden"
"OGG","Kahului Airport","Kahului"
"OGX","Ain el Beida Airport","Ouargla"
"OHB","Ambohibary Airport","Moramanga"
"OHD","Ohrid St. Paul the Apostle Airport","Ohrid"
"OHO","Okhotsk Airport","Okhotsk"
"OHS","Sohar Airport","Sohar"
"OHT","Kohat Airport","Kohat"
